direction,entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
long,2003/04/15,0.205985062304982,2003/04/17,0.1956858091897329,-0.010299253115249096,-4.999999999999998,0.9500000000000001,4.999999999999998,,-1,1,stop-loss,0.1956858091897329,,
long,2003/04/22,0.199770251838364,2003/05/01,0.215988113338877,0.016217861500512992,8.118256522815528,1.0811825652281553,4.999999999999993,,1.6236513045631078,6,exit-rule,0.1897817392464458,,
long,2003/06/09,0.256760980878631,2003/06/13,0.269037951089389,0.01227697021075802,4.781478154798472,1.0478147815479848,4.999999999999997,,0.9562956309596947,3,exit-rule,0.24392293183469943,,
long,2003/08/07,0.29904888947953,2003/08/19,0.308749715585884,0.009700826106353977,3.2438930381040594,1.0324389303810406,4.999999999999993,,0.6487786076208129,7,exit-rule,0.28409644500555353,,
long,2003/09/25,0.323451689436321,2003/09/26,0.30727910496450495,-0.016172584471816076,-5.000000000000008,0.95,5.000000000000008,,-1,0,stop-loss,0.30727910496450495,,
long,2003/09/30,0.319662662346553,2003/10/07,0.334213629952542,0.014550967605989007,4.551975979670093,1.045519759796701,4.999999999999994,,0.9103951959340197,4,exit-rule,0.30367952922922536,,
long,2003/11/10,0.340276586026529,2003/11/14,0.32326275672520255,-0.017013829301326444,-4.999999999999998,0.9500000000000001,4.999999999999998,,-1,3,stop-loss,0.32326275672520255,,
long,2003/11/18,0.321481718180492,2003/11/20,0.3054076322714674,-0.016074085909024594,-4.999999999999998,0.9500000000000001,4.999999999999998,,-1,1,stop-loss,0.3054076322714674,,
long,2003/11/24,0.310719780726034,2003/12/22,0.2951837916897323,-0.015535989036301712,-5.0000000000000036,0.95,5.0000000000000036,,-1,18,stop-loss,0.2951837916897323,,
long,2003/12/24,0.298897780652586,2003/12/24,0.309355825185776,0.010458044533189992,3.498869918122797,1.034988699181228,5.000000000000002,,0.6997739836245591,0,finalize,0.2839528916199567,,
